1000
3
C:\Users\Chesler Lab\Desktop\JPhillip_PVloop_MI_2019\JPhillip_PVloop\2.10.17 fnp (2017_08_21 22_00_05 UTC).nss
2/10/2017 8:45:03 AM
2
3320205000
3348282710
Time,LAS30a1.Analog Channel  01,LAS30a1.Analog Channel  02
ms,mV,mV
0,14.21480873437,10.0827998353407
1,13.5713172905596,10.0827998353407
2,13.142322994686,9.78188762172827
3,12.7133286988124,9.78188762172827
4,12.2843344029389,9.93234372853447
5,11.8553401070653,10.0827998353407
6,11.6408429591285,9.93234372853447
7,11.2118486632549,9.93234372853447
8,11.2118486632549,10.0827998353407
9,10.9973515153181,10.0827998353407
10,10.7828543673814,9.93234372853447
11,10.7828543673814,9.93234372853447
12,10.5683572194446,10.0827998353407
13,10.5683572194446,10.2332559421469
14,10.5683572194446,10.2332559421469
15,10.7828543673814,10.3837120489531
16,10.7828543673814,10.3837120489531
17,10.9973515153181,10.8350803693717
18,10.9973515153181,10.9855364761779
19,10.9973515153181,11.2864486897903
20,10.9973515153181,11.5873609034027
21,10.9973515153181,11.8882731170151
22,10.9973515153181,12.0387292238213
23,10.9973515153181,12.6405536510462
24,10.9973515153181,12.7910097578524
25,11.2118486632549,13.6937463986896
26,10.9973515153181,13.994658612302
27,10.9973515153181,14.4460269327206
28,10.9973515153181,14.5964830395268
29,10.9973515153181,15.3487635735578
30,10.9973515153181,15.6496757871702
31,10.9973515153181,16.2515002143951
32,10.9973515153181,16.5524124280075
33,10.9973515153181,17.0037807484261
34,10.9973515153181,17.1542368552323
35,10.9973515153181,17.6056051756509
36,10.9973515153181,17.7560612824571
37,10.9973515153181,18.2074296028757
38,10.7828543673814,18.3578857096819
39,10.7828543673814,18.5083418164881
40,10.7828543673814,18.5083418164881
41,10.7828543673814,18.5083418164881
42,10.7828543673814,18.5083418164881
43,10.7828543673814,18.6587979232943
44,10.7828543673814,18.8092540301005
45,10.5683572194446,18.8092540301005
46,10.5683572194446,18.8092540301005
47,10.5683572194446,18.5083418164881
48,10.5683572194446,18.5083418164881
49,10.5683572194446,18.8092540301005
50,10.5683572194446,18.9597101369067
51,10.5683572194446,18.5083418164881
52,10.5683572194446,18.5083418164881
53,10.7828543673814,17.7560612824571
54,10.9973515153181,17.6056051756509
55,11.4263458111917,17.6056051756509
56,12.0698372550021,17.6056051756509
57,12.7133286988124,17.1542368552323
58,13.3568201426228,17.0037807484261
59,14.21480873437,16.2515002143951
60,15.0727973261171,16.2515002143951
61,16.145283065801,16.5524124280075
62,17.217768805485,16.7028685348137
63,18.5047516931057,16.7028685348137
64,19.7917345807264,16.7028685348137
65,20.8642203204104,16.8533246416199
66,21.9367060600943,16.8533246416199
67,23.0091917997782,17.3046929620385
68,24.0816775394622,17.3046929620385
69,24.9396661312093,17.3046929620385
70,25.5831575750197,17.3046929620385
71,26.22664901883,17.3046929620385
72,26.8701404626404,17.3046929620385
73,27.299134758514,17.9065173892633
74,27.5136319064508,17.9065173892633
75,27.9426262023243,17.3046929620385
76,28.1571233502611,17.3046929620385
77,28.3716204981979,16.7028685348137
78,28.3716204981979,16.7028685348137
79,28.5861176461347,16.4019563212013
80,28.5861176461347,16.4019563212013
81,28.5861176461347,15.6496757871702
82,28.8006147940715,15.6496757871702
83,28.5861176461347,14.746939146333
84,28.5861176461347,14.5964830395268
85,28.5861176461347,14.1451147191082
86,28.5861176461347,14.1451147191082
87,28.3716204981979,13.5432902918834
88,28.3716204981979,13.5432902918834
89,28.3716204981979,12.7910097578524
90,28.1571233502611,12.7910097578524
91,27.9426262023243,12.3396414374337
92,27.9426262023243,12.1891853306275
93,27.7281290543876,12.0387292238213
94,27.5136319064508,11.8882731170151
95,27.299134758514,11.5873609034027
96,27.0846376105772,11.4369047965965
97,26.6556433147036,11.2864486897903
98,26.22664901883,11.1359925829841
99,25.7976547229565,11.1359925829841
100,25.5831575750197,10.9855364761779
101,24.9396661312093,10.6846242625655
102,24.296174687399,10.5341681557593
103,23.6526832435886,10.3837120489531
104,23.0091917997782,10.5341681557593
105,22.3657003559679,10.6846242625655
106,21.5077117642207,10.6846242625655
107,20.6497231724736,10.5341681557593
108,20.0062317286632,10.5341681557593
109,19.1482431369161,10.5341681557593
110,18.2902545451689,10.6846242625655
111,17.6467631013586,10.8350803693717
112,16.7887745096114,10.8350803693717
113,16.145283065801,10.8350803693717
114,15.5017916219907,10.6846242625655
115,14.8583001781803,10.6846242625655
116,14.21480873437,10.8350803693717
117,13.7858144384964,10.8350803693717
118,13.3568201426228,10.9855364761779
119,12.9278258467492,10.9855364761779
120,12.4988315508757,10.9855364761779
121,12.0698372550021,10.9855364761779
122,11.8553401070653,10.9855364761779
123,11.6408429591285,10.9855364761779
124,11.2118486632549,11.1359925829841
125,11.2118486632549,11.2864486897903
126,10.9973515153181,11.1359925829841
127,10.7828543673814,10.9855364761779
128,10.7828543673814,11.1359925829841
129,10.5683572194446,11.1359925829841
130,10.5683572194446,11.5873609034027
131,10.5683572194446,11.8882731170151
132,10.7828543673814,11.8882731170151
133,10.7828543673814,11.8882731170151
134,10.9973515153181,12.4900975442399
135,10.9973515153181,12.6405536510462
136,11.2118486632549,13.242378078271
137,11.2118486632549,13.242378078271
138,11.2118486632549,13.6937463986896
139,11.2118486632549,13.8442025054958
140,11.2118486632549,14.746939146333
141,11.2118486632549,14.8973952531392
142,11.2118486632549,16.1010441075888
143,11.2118486632549,16.2515002143951
144,11.2118486632549,17.1542368552323
145,11.2118486632549,17.1542368552323
146,11.2118486632549,18.5083418164881
147,11.2118486632549,18.5083418164881
148,11.2118486632549,19.5615345641315
149,10.9973515153181,19.862446777744
150,10.9973515153181,20.9156395253874
151,11.2118486632549,20.9156395253874
152,11.2118486632549,21.8183761662246
153,10.9973515153181,21.9688322730308
154,11.2118486632549,22.2697444866432
155,10.9973515153181,22.2697444866432
156,10.9973515153181,22.871568913868
157,10.9973515153181,22.871568913868
158,10.9973515153181,23.3229372342867
159,10.9973515153181,23.3229372342867
160,10.9973515153181,23.9247616615115
161,10.9973515153181,23.9247616615115
162,10.9973515153181,23.6238494478991
163,10.9973515153181,23.4733933410929
164,10.9973515153181,23.3229372342867
165,10.7828543673814,23.3229372342867
166,10.9973515153181,23.4733933410929
167,10.9973515153181,23.4733933410929
168,10.9973515153181,22.2697444866432
169,11.2118486632549,22.2697444866432
170,11.6408429591285,21.5174639526122
171,12.0698372550021,21.5174639526122
172,12.4988315508757,21.0660956321936
173,13.142322994686,21.0660956321936
174,13.7858144384964,20.1633589913564
175,14.6438030302435,20.1633589913564
176,15.7162887699275,19.862446777744
177,16.7887745096114,19.862446777744
178,17.8612602492953,19.862446777744
179,19.1482431369161,19.862446777744
180,20.2207288766,19.2606223505191
181,21.5077117642207,19.2606223505191
182,22.5801975039047,18.9597101369067
183,23.6526832435886,19.1101662437129
184,24.7251689832725,19.2606223505191
185,25.5831575750197,19.2606223505191
186,26.4411461667668,18.9597101369067
187,26.8701404626404,18.9597101369067
188,27.5136319064508,18.8092540301005
189,27.9426262023243,18.6587979232943
190,28.3716204981979,18.3578857096819
191,28.5861176461347,18.0569734960695
192,28.8006147940715,17.7560612824571
193,29.0151119420083,17.3046929620385
194,29.2296090899451,16.8533246416199
195,29.4441062378819,16.2515002143951
196,29.4441062378819,15.9505880007826
197,29.4441062378819,15.3487635735578
198,29.4441062378819,15.0478513599454
199,29.4441062378819,14.4460269327206
200,29.4441062378819,14.1451147191082
201,29.4441062378819,13.8442025054958
202,29.4441062378819,13.5432902918834
