1000
3
C:\Users\Chesler Lab\Desktop\JPhillip_PVloop_MI_2019\JPhillip_PVloop\2.13.17 H2p (2017_08_21 22_00_05 UTC).nss
2/13/2017 2:28:09 PM
1
4159098000
4207697404
Time,LAS30a1.Analog Channel  01,LAS30a1.Analog Channel  02
ms,mV,mV
0,5.8486481420249,22.5706567002556
1,5.41971045135065,22.4202005934494
2,4.99077276067641,22.4202005934494
3,4.56183507000216,22.2697444866432
4,4.13289737932792,22.4202005934494
5,3.70395968865368,22.5706567002556
6,3.48949084331655,22.2697444866432
7,3.27502199797943,22.2697444866432
8,3.06055315264231,22.2697444866432
9,2.63161546196806,22.119288379837
10,2.63161546196806,22.871568913868
11,2.41714661663094,23.1724811274804
12,2.41714661663094,22.5706567002556
13,2.20267777129382,22.5706567002556
14,2.20267777129382,23.1724811274804
15,2.20267777129382,23.3229372342867
16,2.20267777129382,23.9247616615115
17,2.20267777129382,24.0752177683177
18,2.20267777129382,24.8274983023487
19,2.20267777129382,24.9779544091549
20,2.20267777129382,26.3320593704107
21,2.20267777129382,26.3320593704107
22,2.20267777129382,27.234796011248
23,2.20267777129382,27.3852521180542
24,2.20267777129382,29.1907253997286
25,2.20267777129382,29.3411815065348
26,2.20267777129382,29.1907253997286
27,2.20267777129382,29.1907253997286
28,2.20267777129382,31.1466547882093
29,2.20267777129382,31.2971108950155
30,2.20267777129382,32.9521280698837
31,2.20267777129382,33.1025841766899
32,2.20267777129382,33.2530402834961
33,1.9882089259567,33.2530402834961
34,1.9882089259567,33.5539524971085
35,1.9882089259567,33.5539524971085
36,1.9882089259567,34.607145244752
37,1.77374008061958,34.607145244752
38,1.77374008061958,34.0053208175272
39,1.77374008061958,34.0053208175272
40,1.77374008061958,33.5539524971085
41,1.77374008061958,33.5539524971085
42,1.55927123528245,33.8548647107209
43,1.77374008061958,33.8548647107209
44,1.55927123528245,33.2530402834961
45,1.55927123528245,33.2530402834961
46,1.55927123528245,31.7484792154341
47,1.55927123528245,31.7484792154341
